user_id,article_1,article_2,article_3,article_4,article_5
200117,12043.0,8710.0,8603.0,598.0,1330.0
200118,12043.0,8710.0,8603.0,598.0,1330.0
200119,12043.0,8710.0,8603.0,598.0,1330.0
200120,12043.0,8710.0,8603.0,598.0,1330.0
200121,12043.0,8710.0,8603.0,598.0,1330.0
200122,12043.0,8710.0,8603.0,598.0,1330.0
200123,12043.0,8710.0,8603.0,598.0,1330.0
200124,12043.0,8710.0,8603.0,598.0,1330.0
200125,12043.0,8710.0,8603.0,598.0,1330.0
200126,12043.0,8710.0,8603.0,598.0,1330.0
200127,12043.0,8710.0,8603.0,598.0,1330.0
200128,12043.0,8710.0,8603.0,598.0,1330.0
200129,12043.0,8710.0,8603.0,598.0,1330.0
200130,12043.0,8710.0,8603.0,598.0,1330.0
200131,12043.0,8710.0,8603.0,598.0,1330.0
200132,4533.0,4772.0,4687.0,5046.0,12043.0
200133,12043.0,8710.0,8603.0,598.0,1330.0
200134,12043.0,8710.0,8603.0,598.0,1330.0
200135,12043.0,8710.0,8603.0,598.0,1330.0
200136,12043.0,8710.0,8603.0,598.0,1330.0
200137,12043.0,8710.0,8603.0,598.0,1330.0
200138,12043.0,8710.0,8603.0,598.0,1330.0
200139,12043.0,8710.0,8603.0,598.0,1330.0
200140,10127.0,9649.0,9147.0,9770.0,8030.0
200141,12043.0,8710.0,8603.0,598.0,1330.0
200142,12043.0,8710.0,8603.0,598.0,1330.0
200143,12043.0,8710.0,8603.0,598.0,1330.0
200144,12043.0,8710.0,8603.0,598.0,1330.0
200145,12043.0,8710.0,8603.0,598.0,1330.0
200146,12043.0,8710.0,8603.0,598.0,1330.0
200147,12043.0,8710.0,8603.0,598.0,1330.0
200148,12043.0,8710.0,8603.0,598.0,1330.0
200149,12043.0,8710.0,8603.0,1330.0,598.0
200150,12043.0,8710.0,8603.0,598.0,1330.0
200151,12043.0,8710.0,8603.0,598.0,1330.0
200152,12043.0,8710.0,8603.0,598.0,1330.0
200153,12043.0,8710.0,8603.0,598.0,1330.0
200154,12043.0,8710.0,8603.0,598.0,1330.0
200155,12043.0,8710.0,8603.0,598.0,1330.0
200156,12043.0,8710.0,8603.0,598.0,1330.0
200157,12043.0,8710.0,8603.0,598.0,1330.0
200158,12043.0,8710.0,8603.0,598.0,1330.0
200159,12043.0,8710.0,8603.0,598.0,1330.0
200160,12043.0,8710.0,8603.0,598.0,1330.0
200161,12043.0,8710.0,8603.0,598.0,1330.0
200162,12043.0,8710.0,8603.0,1330.0,598.0
200163,12043.0,8710.0,8603.0,598.0,1330.0
200164,12043.0,8710.0,8603.0,598.0,1330.0
200165,12043.0,8710.0,8603.0,598.0,1330.0
200166,12043.0,8710.0,8603.0,598.0,1330.0
200167,12043.0,8710.0,8603.0,598.0,1330.0
200168,12043.0,8710.0,8603.0,598.0,8609.0
200169,12043.0,8710.0,8603.0,1330.0,598.0
200170,12043.0,8710.0,8603.0,598.0,1330.0
200171,12043.0,8710.0,8603.0,598.0,1330.0
200172,12043.0,8710.0,8603.0,598.0,1330.0
200173,12043.0,8710.0,8603.0,598.0,1330.0
200174,12043.0,8710.0,8603.0,8418.0,1330.0
200175,12043.0,8710.0,8603.0,598.0,1330.0
200176,12043.0,8710.0,8603.0,598.0,1330.0
200177,12043.0,8710.0,8603.0,598.0,1330.0
200178,12043.0,8710.0,8603.0,598.0,1330.0
200179,12043.0,8710.0,8603.0,598.0,1330.0
200180,12043.0,8710.0,8603.0,8418.0,1330.0
200181,12043.0,8710.0,8603.0,1330.0,598.0
200182,12043.0,8710.0,8603.0,598.0,1330.0
200183,12043.0,8710.0,8603.0,1330.0,598.0
200184,12043.0,8710.0,8603.0,598.0,1330.0
200185,4715.0,4983.0,4772.0,4767.0,3918.0
200186,12043.0,8710.0,8603.0,598.0,1330.0
200187,12043.0,8710.0,8603.0,598.0,1330.0
200188,12043.0,8710.0,8603.0,598.0,1330.0
200189,12043.0,8710.0,8603.0,598.0,1330.0
200190,5055.0,12043.0,8710.0,8603.0,598.0
200191,12043.0,8710.0,8603.0,1330.0,598.0
200192,12043.0,8710.0,8603.0,598.0,1330.0
200193,12043.0,8710.0,8603.0,598.0,1330.0
200194,12043.0,8710.0,8603.0,598.0,1330.0
200195,12043.0,8710.0,8603.0,598.0,1330.0
200196,12043.0,8710.0,8603.0,598.0,1330.0
200197,12043.0,8710.0,8603.0,598.0,1330.0
200198,12043.0,8710.0,8603.0,598.0,1330.0
200199,12043.0,8710.0,8603.0,598.0,1330.0
200200,12043.0,8710.0,8603.0,598.0,1330.0
200201,12043.0,8710.0,8603.0,598.0,1330.0
200202,12043.0,8710.0,8603.0,598.0,1330.0
200203,12043.0,8710.0,8603.0,598.0,1330.0
200204,12043.0,8710.0,8603.0,598.0,1330.0
200205,12043.0,8710.0,8603.0,1330.0,4150.0
200206,12043.0,8710.0,8603.0,598.0,1330.0
200207,12043.0,8710.0,8603.0,1330.0,598.0
200208,12043.0,8710.0,8603.0,598.0,1330.0
200209,2303.0,12043.0,8710.0,8603.0,598.0
200210,5346.0,5333.0,12043.0,8710.0,8603.0
200211,16764.0,12043.0,8710.0,8603.0,598.0
200212,5805.0,10777.0,7260.0,4934.0,959.0
200213,17889.0,12043.0,8710.0,8603.0,598.0
200214,12043.0,8710.0,8603.0,598.0,1330.0
200215,12043.0,8710.0,8603.0,598.0,1330.0
200216,12043.0,8710.0,8603.0,598.0,1330.0
200217,12043.0,8710.0,8603.0,1330.0,598.0
200218,12043.0,8710.0,8603.0,598.0,1330.0
200219,12043.0,8710.0,8603.0,1330.0,598.0
200220,12043.0,8710.0,8603.0,598.0,1330.0
200221,12043.0,8710.0,8603.0,598.0,1330.0
200222,12043.0,8710.0,8603.0,598.0,1330.0
200223,12043.0,8710.0,8603.0,598.0,1330.0
200224,12043.0,8710.0,8603.0,598.0,1330.0
200225,12043.0,8710.0,8603.0,598.0,1330.0
200226,5314.0,5290.0,12043.0,8710.0,8603.0
200227,12043.0,8710.0,8603.0,598.0,1330.0
200228,12043.0,8710.0,8603.0,598.0,1330.0
200229,12043.0,8710.0,8603.0,598.0,1330.0
200230,12043.0,8710.0,8603.0,598.0,1330.0
200231,12043.0,8710.0,8603.0,598.0,1330.0
200232,12043.0,8710.0,8603.0,598.0,1330.0
200233,12043.0,8710.0,8603.0,598.0,1330.0
200234,12043.0,8710.0,8603.0,598.0,1330.0
200235,12043.0,8710.0,8603.0,598.0,1330.0
200236,12043.0,8710.0,8603.0,598.0,1330.0
200237,12043.0,8710.0,8603.0,598.0,1330.0
200238,12043.0,8710.0,8603.0,598.0,1330.0
200239,12043.0,8710.0,8603.0,598.0,1330.0
200240,12043.0,8710.0,8603.0,598.0,1330.0
200241,12043.0,8710.0,8603.0,1330.0,8418.0
200242,12043.0,8710.0,8603.0,1330.0,8418.0
200243,12043.0,8710.0,8603.0,598.0,1330.0
200244,12043.0,8710.0,8603.0,598.0,1330.0
200245,12043.0,8710.0,8603.0,598.0,1330.0
200246,12043.0,8710.0,8603.0,598.0,1330.0
200247,12043.0,8710.0,8603.0,598.0,1330.0
200248,12043.0,8710.0,8603.0,598.0,1330.0
200249,12043.0,8710.0,8603.0,598.0,1330.0
200250,12043.0,8710.0,8603.0,598.0,1330.0
200251,12043.0,8710.0,8603.0,598.0,1330.0
200252,12043.0,8710.0,8603.0,1330.0,598.0
200253,12043.0,8710.0,8603.0,598.0,1330.0
200254,12043.0,8710.0,8603.0,598.0,1330.0
200255,12043.0,8710.0,8603.0,598.0,1330.0
200256,12043.0,8710.0,8603.0,598.0,1330.0
200257,12043.0,8710.0,8603.0,598.0,1330.0
200258,12043.0,8710.0,8603.0,598.0,1330.0
200259,12043.0,8710.0,8603.0,598.0,1330.0
200260,3434.0,3148.0,12043.0,8710.0,8603.0
200261,12043.0,8710.0,8603.0,598.0,1330.0
200262,12043.0,8710.0,8603.0,598.0,1330.0
200263,12043.0,8710.0,8603.0,598.0,1330.0
200264,12043.0,8710.0,8603.0,598.0,1330.0
200265,12043.0,8710.0,8603.0,598.0,1330.0
200266,12043.0,8710.0,8603.0,598.0,1330.0
200267,12043.0,8710.0,8603.0,598.0,1330.0
200268,12043.0,8710.0,8603.0,598.0,1330.0
200269,12043.0,8710.0,8603.0,598.0,1330.0
200270,12043.0,8710.0,8603.0,598.0,1330.0
200271,12043.0,8710.0,8603.0,598.0,1330.0
200272,12043.0,8710.0,8603.0,598.0,1330.0
200273,12043.0,8710.0,8603.0,598.0,1330.0
200274,12043.0,8710.0,8603.0,598.0,1330.0
200275,12043.0,8710.0,8603.0,598.0,1330.0
200276,12043.0,8710.0,8603.0,598.0,1330.0
200277,15863.0,15350.0,14250.0,15910.0,17330.0
200278,12043.0,8710.0,8603.0,598.0,1330.0
200279,12043.0,8710.0,8603.0,598.0,1330.0
200280,12043.0,8710.0,8603.0,1330.0,598.0
200281,12043.0,8710.0,8603.0,598.0,1330.0
200282,12043.0,8710.0,8603.0,598.0,1330.0
200283,12043.0,8710.0,8603.0,598.0,1330.0
200284,12043.0,8710.0,8603.0,598.0,1330.0
200285,12043.0,8710.0,8603.0,598.0,1330.0
200286,12043.0,8710.0,8603.0,598.0,1330.0
200287,12043.0,8710.0,8603.0,598.0,1330.0
200288,12043.0,8710.0,8603.0,598.0,1330.0
200289,12043.0,8710.0,8603.0,598.0,1330.0
200290,12043.0,8710.0,8603.0,598.0,1330.0
200291,2303.0,12043.0,8710.0,8603.0,1330.0
200292,12043.0,8710.0,8603.0,598.0,1330.0
200293,2303.0,12043.0,8710.0,8603.0,598.0
200294,5457.0,12043.0,8710.0,8603.0,598.0
200295,12043.0,8710.0,8603.0,598.0,1330.0
200296,12043.0,8710.0,8603.0,598.0,1330.0
200297,12043.0,8710.0,8603.0,598.0,1330.0
200298,12043.0,8710.0,8603.0,598.0,1330.0
200299,12043.0,8710.0,8603.0,598.0,1330.0
200300,12043.0,8710.0,8603.0,1330.0,8418.0
200301,12043.0,8710.0,8603.0,598.0,1330.0
200302,12043.0,8710.0,8603.0,598.0,1330.0
200303,12043.0,8710.0,8603.0,10083.0,10756.0
200304,12043.0,8710.0,8603.0,598.0,1330.0
200305,12043.0,8710.0,8603.0,598.0,1330.0
200306,12043.0,8710.0,8603.0,598.0,1330.0
200307,12043.0,8710.0,8603.0,598.0,1330.0
200308,12043.0,8710.0,8603.0,598.0,1330.0
200309,12043.0,8710.0,8603.0,598.0,1330.0
200310,12043.0,8710.0,8603.0,598.0,1330.0
200311,12043.0,8710.0,8603.0,598.0,1330.0
200312,5387.0,12043.0,8710.0,8603.0,598.0
200313,12043.0,8710.0,8603.0,598.0,1330.0
200314,12043.0,8710.0,8603.0,598.0,1330.0
200315,12043.0,8710.0,8603.0,598.0,1330.0
200316,12043.0,8710.0,8603.0,598.0,1330.0
200317,12043.0,8710.0,8603.0,598.0,1330.0
200318,12043.0,8710.0,8603.0,598.0,1330.0
200319,12043.0,8710.0,8603.0,598.0,1330.0
200320,12043.0,8710.0,8603.0,598.0,1330.0
200321,12043.0,8710.0,8603.0,598.0,1330.0
200322,12043.0,8710.0,8603.0,598.0,1330.0
200323,12043.0,8710.0,8603.0,598.0,1330.0
200324,12043.0,8710.0,8603.0,598.0,1330.0
200325,12043.0,8710.0,8603.0,598.0,1330.0
200326,12043.0,8710.0,8603.0,598.0,1330.0
200327,12043.0,8710.0,8603.0,598.0,1330.0
200328,3140.0,2029.0,3949.0,4065.0,4372.0
200329,12043.0,8710.0,8603.0,598.0,1330.0
200330,7694.0,10630.0,8404.0,10370.0,5290.0
200331,12043.0,8710.0,8603.0,598.0,1330.0
200332,12043.0,8710.0,8603.0,598.0,1330.0
200333,12043.0,8710.0,8603.0,598.0,1330.0
200334,12043.0,8710.0,8603.0,598.0,1330.0
200335,12043.0,8710.0,8603.0,598.0,1330.0
200336,12043.0,8710.0,8603.0,598.0,1330.0
200337,12043.0,8710.0,8603.0,598.0,1330.0
200338,12043.0,8710.0,8603.0,598.0,1330.0
200339,8090.0,12043.0,8710.0,8603.0,598.0
200340,12043.0,8710.0,8603.0,1330.0,598.0
200341,12043.0,8710.0,8603.0,6215.0,12503.0
200342,12043.0,8710.0,8603.0,5706.0,8418.0
200343,12043.0,8710.0,8603.0,598.0,1330.0
200344,12043.0,8710.0,8603.0,598.0,1330.0
200345,5055.0,12043.0,8710.0,8603.0,598.0
200346,13879.0,16166.0,12043.0,8710.0,8603.0
200347,12043.0,8710.0,8603.0,1330.0,598.0
200348,12043.0,8710.0,8603.0,598.0,1330.0
200349,12043.0,8710.0,8603.0,598.0,1330.0
200350,12043.0,8710.0,8603.0,598.0,1330.0
200351,12043.0,8710.0,8603.0,598.0,1330.0
200352,12043.0,8710.0,8603.0,598.0,1330.0
200353,12043.0,8710.0,8603.0,598.0,1330.0
200354,12043.0,8710.0,8603.0,598.0,1330.0
200355,12043.0,8710.0,8603.0,598.0,1330.0
200356,12043.0,8710.0,8603.0,598.0,1330.0
200357,12043.0,8710.0,8603.0,598.0,1330.0
200358,12043.0,8710.0,8603.0,598.0,1330.0
200359,7751.0,10127.0,7759.0,6098.0,8030.0
200360,12043.0,8710.0,8603.0,598.0,1330.0
200361,12043.0,8710.0,8603.0,598.0,1330.0
200362,12043.0,8710.0,8603.0,598.0,1330.0
200363,12043.0,8710.0,8603.0,598.0,1330.0
200364,12043.0,8710.0,8603.0,598.0,1330.0
200365,12043.0,8710.0,8603.0,598.0,1330.0
200366,12043.0,8710.0,8603.0,598.0,1330.0
200367,12043.0,8710.0,8603.0,598.0,1330.0
200368,12043.0,8710.0,8603.0,598.0,1330.0
200369,10127.0,12043.0,8710.0,8603.0,598.0
200370,12043.0,8710.0,8603.0,598.0,1330.0
200371,12043.0,8710.0,8603.0,598.0,1330.0
200372,12043.0,8710.0,8603.0,598.0,1330.0
200373,12043.0,8710.0,8603.0,598.0,1330.0
200374,12043.0,8710.0,8603.0,598.0,1330.0
200375,12043.0,8710.0,8603.0,598.0,1330.0
200376,12043.0,8710.0,8603.0,598.0,1330.0
200377,12043.0,8710.0,8603.0,598.0,1330.0
200378,5408.0,12043.0,8710.0,8603.0,598.0
200379,12043.0,8710.0,8603.0,598.0,1330.0
200380,12043.0,8710.0,8603.0,598.0,1330.0
200381,12043.0,8710.0,8603.0,1330.0,598.0
200382,12043.0,8710.0,8603.0,598.0,1330.0
200383,12043.0,8710.0,8603.0,598.0,1330.0
200384,12043.0,8710.0,8603.0,598.0,1330.0
200385,12043.0,8710.0,8603.0,598.0,1330.0
200386,12043.0,8710.0,8603.0,598.0,1330.0
200387,12043.0,8710.0,8603.0,598.0,1330.0
200388,12043.0,8710.0,8603.0,598.0,1330.0
200389,12043.0,8710.0,8603.0,598.0,1330.0
200390,15949.0,14868.0,16132.0,16035.0,14030.0
200391,12043.0,8710.0,8603.0,598.0,1330.0
200392,15226.0,16911.0,12043.0,8710.0,8603.0
200393,12043.0,8710.0,8603.0,598.0,1330.0
200394,12043.0,8710.0,8603.0,598.0,1330.0
200395,12043.0,8710.0,8603.0,598.0,1330.0
200396,12043.0,8710.0,8603.0,598.0,1330.0
200397,12043.0,8710.0,8603.0,598.0,1330.0
200398,12043.0,8710.0,8603.0,598.0,1330.0
200399,12043.0,8710.0,8603.0,598.0,1330.0
200400,12043.0,8710.0,8603.0,1330.0,598.0
200401,12043.0,8710.0,8603.0,598.0,1330.0
200402,12043.0,8710.0,8603.0,598.0,1330.0
200403,12043.0,8710.0,8603.0,598.0,1330.0
200404,12043.0,8710.0,8603.0,598.0,1330.0
200405,12043.0,8710.0,8603.0,598.0,1330.0
200406,12043.0,8710.0,8603.0,598.0,1330.0
200407,12043.0,8710.0,8603.0,598.0,1330.0
200408,12043.0,8710.0,8603.0,598.0,1330.0
200409,12043.0,8710.0,8603.0,598.0,1330.0
200410,12043.0,8710.0,8603.0,598.0,1330.0
200411,12043.0,8710.0,8603.0,598.0,1330.0
200412,12043.0,8710.0,8603.0,1330.0,598.0
200413,12043.0,8710.0,8603.0,598.0,1330.0
200414,12043.0,8710.0,8603.0,598.0,1330.0
200415,12043.0,8710.0,8603.0,598.0,1330.0
200416,12043.0,8710.0,8603.0,1330.0,598.0
200417,12043.0,8710.0,8603.0,598.0,1330.0
200418,12043.0,8710.0,8603.0,598.0,1330.0
200419,12043.0,8710.0,8603.0,598.0,1330.0
200420,12043.0,8710.0,8603.0,598.0,1330.0
200421,12043.0,8710.0,8603.0,598.0,1330.0
200422,12043.0,8710.0,8603.0,598.0,1330.0
200423,12043.0,8710.0,8603.0,598.0,1330.0
200424,12043.0,8710.0,8603.0,598.0,1330.0
200425,12043.0,8710.0,8603.0,598.0,1330.0
200426,12043.0,8710.0,8603.0,598.0,1330.0
200427,12043.0,8710.0,8603.0,598.0,1330.0
200428,12043.0,8710.0,8603.0,598.0,1330.0
200429,12043.0,8710.0,8603.0,598.0,1330.0
200430,12043.0,8710.0,8603.0,598.0,1330.0
200431,12043.0,8710.0,8603.0,598.0,1330.0
200432,12043.0,8710.0,8603.0,1330.0,598.0
200433,12043.0,8710.0,8603.0,598.0,1330.0
200434,12043.0,8710.0,8603.0,598.0,1330.0
200435,12043.0,8710.0,8603.0,598.0,1330.0
200436,12043.0,8710.0,8603.0,598.0,1330.0
200437,12043.0,8710.0,8603.0,1330.0,598.0
200438,12043.0,8710.0,8603.0,598.0,1330.0
200439,12043.0,8710.0,8603.0,598.0,1330.0
200440,12043.0,8710.0,8603.0,598.0,1330.0
200441,12043.0,8710.0,8603.0,8609.0,1330.0
200442,5055.0,12043.0,8710.0,8603.0,598.0
200443,12043.0,8710.0,8603.0,598.0,1330.0
200444,12043.0,8710.0,8603.0,598.0,1330.0
200445,12043.0,8710.0,8603.0,598.0,1330.0
200446,12043.0,8710.0,8603.0,598.0,1330.0
200447,12043.0,8710.0,8603.0,598.0,1330.0
200448,12043.0,8710.0,8603.0,598.0,1330.0
200449,12043.0,8710.0,8603.0,598.0,1330.0
200450,12043.0,8710.0,8603.0,598.0,1330.0
200451,12043.0,8710.0,8603.0,1330.0,598.0
200452,15610.0,16847.0,17022.0,15020.0,15118.0
200453,12043.0,8710.0,8603.0,598.0,1330.0
200454,12043.0,8710.0,8603.0,598.0,1330.0
200455,12043.0,8710.0,8603.0,598.0,1330.0
200456,12043.0,8710.0,8603.0,598.0,1330.0
200457,12043.0,8710.0,8603.0,598.0,1330.0
200458,12043.0,8710.0,8603.0,8418.0,1330.0
200459,12043.0,8710.0,8603.0,598.0,1330.0
200460,12043.0,8710.0,8603.0,598.0,1330.0
200461,12043.0,8710.0,8603.0,598.0,1330.0
200462,9308.0,12043.0,8710.0,8603.0,598.0
200463,12043.0,8710.0,8603.0,598.0,1330.0
200464,12043.0,8710.0,8603.0,598.0,1330.0
200465,12043.0,8710.0,8603.0,598.0,1330.0
200466,8743.0,4934.0,6544.0,1539.0,948.0
200467,12043.0,8710.0,8603.0,1330.0,598.0
200468,12043.0,8710.0,8603.0,598.0,1330.0
200469,12043.0,8710.0,8603.0,598.0,1330.0
200470,12043.0,8710.0,8603.0,598.0,1330.0
200471,12043.0,8710.0,8603.0,598.0,1330.0
200472,12043.0,8710.0,8603.0,598.0,1330.0
200473,12043.0,8710.0,8603.0,1330.0,598.0
200474,12043.0,8710.0,8603.0,598.0,1330.0
200475,12043.0,8710.0,8603.0,598.0,1330.0
200476,12043.0,8710.0,8603.0,598.0,1330.0
200477,12043.0,8710.0,8603.0,598.0,1330.0
200478,12043.0,8710.0,8603.0,598.0,1330.0
200479,12043.0,8710.0,8603.0,598.0,1330.0
200480,12043.0,8710.0,8603.0,598.0,1330.0
200481,12043.0,8710.0,8603.0,598.0,1330.0
200482,12043.0,8710.0,8603.0,8418.0,1330.0
200483,12043.0,8710.0,8603.0,598.0,1330.0
200484,12043.0,8710.0,8603.0,598.0,1330.0
200485,12043.0,8710.0,8603.0,598.0,1330.0
200486,12043.0,8710.0,8603.0,598.0,1330.0
200487,12043.0,8710.0,8603.0,598.0,1330.0
200488,12043.0,8710.0,8603.0,598.0,1330.0
200489,12043.0,8710.0,8603.0,598.0,1330.0
200490,12043.0,8710.0,8603.0,598.0,1330.0
200491,12043.0,8710.0,8603.0,598.0,1330.0
200492,12043.0,8710.0,8603.0,598.0,1330.0
200493,12043.0,8710.0,8603.0,598.0,1330.0
200494,12043.0,8710.0,8603.0,598.0,1330.0
200495,12043.0,8710.0,8603.0,598.0,1330.0
200496,12043.0,8710.0,8603.0,1330.0,598.0
200497,12043.0,8710.0,8603.0,598.0,1330.0
200498,12043.0,8710.0,8603.0,598.0,1330.0
200499,12043.0,8710.0,8603.0,598.0,1330.0
200500,16038.0,14976.0,14666.0,12043.0,8710.0
200501,12043.0,8710.0,8603.0,598.0,1330.0
200502,12043.0,8710.0,8603.0,598.0,1330.0
200503,12043.0,8710.0,8603.0,598.0,1330.0
200504,12043.0,8710.0,8603.0,598.0,1330.0
200505,12043.0,8710.0,8603.0,598.0,1330.0
200506,12043.0,8710.0,8603.0,598.0,1330.0
200507,12043.0,8710.0,8603.0,598.0,1330.0
200508,12043.0,8710.0,8603.0,598.0,1330.0
200509,12043.0,8710.0,8603.0,598.0,1330.0
200510,12043.0,8710.0,8603.0,598.0,1330.0
200511,12043.0,8710.0,8603.0,598.0,1330.0
200512,12043.0,8710.0,8603.0,598.0,1330.0
200513,4789.0,4523.0,4896.0,4964.0,12043.0
200514,12043.0,8710.0,8603.0,598.0,1330.0
